LexGram	Gloss1	Gloss2	GramCat	VarPron	GramStr	SemF	Syn	Samples	Comm	NSC	Coll	Lang1	Lang2	Date	Rec	Doc	Nbk	Strg	Date added
pwa pomu dəɰa	one woman	woman + one (person marker) 	phrase	bwa pomu dɤɰa						ETP	David Mora Marín			8/27/2012	Class Session 1		1	Computer & 32GB Flashdrive	Fall 2012
pwa pomu kiɰa	two women	woman + two (person marker) 	phrase	bwa pomu kiɰa						ETP	David Mora Marín			8/27/2012	Class Session 1		1	Computer & 32GB Flashdrive	Fall 2012
pwakəɲo	people		noun	pwagəɲo		people				ETP	David Mora Marín			8/27/2012	Class Session 1		1	Computer & 32GB Flashdrive	Fall 2012
bʱu(51)	thin		adjective							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
dəkuθəru:ku	dove call		onomatopoeia			animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
dʱɑ(51)lo(51)	place		noun			locations				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
gʱlɑ(51)	cow		noun			animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
klo(51)	gun		noun	neklo(51)		war				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
klo(51)	language		noun							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
klo(55)te(214)	cut	cut with a knife	verb	klote(215)toto						NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
ko(51)ko(51)	woof		onomatopoeia			animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
kokereke	cockadoodledoo		onomatopoeia			animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
ku(55)te(214)	cut		verb							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
li(51)poʔɑ	squirrel		noun			animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
lo(51)	down		adposition							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
lo(51)te(214)	fall down		verb							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
meo	meow		onomatopoeia			animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
pu	well		noun							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
pu(51)	hole		noun							NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
tʰiklo(51)	river		noun			nature				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
tʰo(51)lwi	dove		noun	tʰo(51)lwipu		animals				NB	DMM			9/26/2012	WedSept26Office3pm				Fall 2012
bo(11)ɹu(11)pʰe(55)	pen		noun			work				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
hɑtʰoli	leave		verb							NB	ESM						50		Fall 2012
he ja(51)	give me		phrase							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
hi	house		noun			house,locations				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
hinimotɑ	responsible		adjective							NB	ESM						50		Fall 2012
jəplɑ θə tə	curtain		noun			house				NB	ESM								Fall 2012
kæ̃pu	inside		adposition			locations				TS	ESM			9/5/2012			11		Fall 2012
keli	leave		verb							NB	ESM						50		Fall 2012
kəmɑpʰo	pond		noun			nature				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kəsə(51)	mountain		noun			nature,locations				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kətitəpwe	cowardly		adjective							NB	ESM						51		Fall 2012
kʰa	CLASSIFIER	used with furniture	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɑ	room		noun			house,buildings				NB	ESM						36		Fall 2012
kʰɑ(55)	room		noun			house,buildings				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ	CLASSIFIER	used with body parts and clothing closely-associated with body parts	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)	foot, leg		noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)kəme	ankle		noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)lekʰɔ(51)	knee		noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)ɲɑkʰo(51)	foot		noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)nə(51)kʰi	heel		noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)pʰi	shoe		noun			clothing				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)tɔ(55)tə(11)kɔ(55)	leg	entire leg	noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔ(51)tɔ(55)tə(11)kə(11)bɑ(55)	leg	entire leg	noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰɔpʰjutʰəɹ	computer		noun			work				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kʰɔʧu	hair		noun			body				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kʰɔθu	hair		noun			body				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kʰekʰɑ	shirt		noun			clothing				NB	ESM						36		Fall 2012
kʰəpɑ	CLASSIFIER		classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰəple	CLASSIFIER		classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰi(55)	two	2	numeral			numbers				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kʰo	leg/foot		noun			body				NB	ESM						36		Fall 2012
kʰo kəme	ankle		noun			body				NB	ESM						36		Fall 2012
kʰo kʰitu	thigh		noun							NB	ESM						36		Fall 2012
kʰo le kʰo	knee		noun			body				NB	ESM						36		Fall 2012
kʰo ɲɑ kʰo	foot	just the foot, not the leg	noun			body				NB	ESM						36		Fall 2012
kʰo nəkʰi	heel		noun			body				NB	ESM						36		Fall 2012
kʰo totəkəpɑ	whole leg		phrase							NB	ESM						36		Fall 2012
kʰo tu	calf		noun			body				NB	ESM						36		Fall 2012
kʰopʰi	shoe		noun			clothing				NB	ESM						36		Fall 2012
kʰoθu	strand of hair		noun			body				NB	ESM								Fall 2012
kʰuluto	loud		adjective							NB	ESM						51		Fall 2012
kʰwɑ	bowl		noun			house				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kʰwɑ	cup		noun	tʰikʰwɑ		house				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kʰwɑ	plate		noun			food				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
kle	street		noun			transportation				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
ko	chunk of bread		noun			food				NB	ESM								Fall 2012
ko	loaf of bread		noun			food				NB	ESM								Fall 2012
ko	slice of bread		noun			food				NB	ESM								Fall 2012
ko lokʰili	crumb of bread		phrase							NB	ESM								Fall 2012
ko(51)pɑ	scarf		noun			clothing				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
kopɑ	scarf		noun			clothing				NB	ESM						36		Fall 2012
kopo	bucket		noun							NB	ESM								Fall 2012
kʊ	lazy		adjective							NB	ESM						50		Fall 2012
lɑpwi	tired		adjective							NB	ESM						50		Fall 2012
lɔkʰɔ	plate		noun			food				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
lɔʧenɔ	chair		noun			house				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
lə	rock		noun			nature				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
le(214)	paper		noun			work				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
ləθepɑ	board		noun							TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
lomi topu	bedroom		noun			house				TS	ESM			9/5/2012			11		Fall 2012
lomikʰo	bed		noun			house				TS	ESM			9/5/2012			11		Fall 2012
lotitəkɑ	strict		adjective							NB	ESM						50		Fall 2012
lotitolo	strict		adjective							NB	ESM						50		Fall 2012
loʔɑpwepwo	quiet		adjective							NB	ESM						47		Fall 2012
majkʰɹowwejv	microwave		noun			house				TS	ESM			9/5/2012			11		Fall 2012
mɑtɑləkiləpɑ	energetic, hardworking		adjective							NB	ESM						50		Fall 2012
me	grains of (uncooked) rice		noun			food				NB	ESM								Fall 2012
me	rice		noun			food				P	ESM						14		Fall 2012
ɰe	nice		adjective							NB	ESM						50		Fall 2012
me(51)ʔu(51)tə	post		noun							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
meʔutə	post		noun							NB	ESM						36		Fall 2012
mi	CLASSIFIER	used with abstract items	classifier							TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
mi	sleepy		adjective							NB	ESM						50		Fall 2012
mikʰe	nodding-off		adjective							NB	ESM						50		Fall 2012
miki	sleepy		adjective							NB	ESM						50		Fall 2012
momiθɑ	sleepy		adjective							NB	ESM						50		Fall 2012
moʔu tə	lamp	"fire box"	noun			house				TS	ESM			9/5/2012			11		Fall 2012
ɲɑ ʔɑte(51)	fin	fish fin	noun			animals				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
nɑ(51)re(51)	clock		noun			house				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
neʔaɰisuno	strong		adjective							NB	ESM						47		Fall 2012
no(51)	lake		noun			nature				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
no(51)ke(55)	stick		noun			plants				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pɑɹəpʰe	pen		noun			work				NB	ESM						37		Fall 2012
pe	CLASSIFIER	used with flat items	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pe(55)ðro(51)	window		noun	pe(55)ðro(51)pʰo		buildings,house				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pedrɑpʰo	window		noun			buildings,house				TS	ESM			9/5/2012			11		Fall 2012
pedro	window		noun			buildings,house				NB	ESM						36		Fall 2012
pʰɑ	box		noun							TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
pʰɑkəpu	stove/kitchen		noun			house,food				TS	ESM			9/5/2012			11		Fall 2012
pʰɑto	big		adjective							NB	ESM						46		Fall 2012
pʰlə(51)	CLASSIFIER	used with round items	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pʰlə(51)tʰu	ball		noun							TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
pʰlo	pants		noun			clothing				NB	ESM						36		Fall 2012
pʰlo(51)kʰi	pants		noun			clothing				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pʰo	young		adjective							NB	ESM						46		Fall 2012
pʰo(51)	CLASSIFIER	used with blossoms	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pʰo(51)	flower		noun			plants				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
pʰutɑkʰɑ	floor	wooden floor	noun			house				TS	ESM			9/5/2012			11		Fall 2012
pʰwo	poor		adjective			money				NB	ESM						50		Fall 2012
plitɑ	frightened		adjective			emotions				NB	ESM						51		Fall 2012
plu	stupid		adjective							NB	ESM						51		Fall 2012
po	CLASSIFIER	used with long small items	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
puθɑ	grains of (cooked) rice		noun			food				NB	ESM								Fall 2012
pwɑ	people		noun			people				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
pwɪ	shy		adjective							NB	ESM						51		Fall 2012
ʁu	snake		noun			animals				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
sɔnɔkʰɔ	table		noun			house				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
sə(51)po(55)	pencil		noun			work				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
səpo	pencil		noun			work				NB	ESM						37		Fall 2012
sʰi	small		adjective							NB	ESM						46		Fall 2012
ʃi	house		noun	hi		house,locations				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
sonoko	table		noun			house				TS	ESM			9/5/2012			11		Fall 2012
su	arm/hand		noun			body				NB	ESM						36		Fall 2012
sʊ	hand, arm		noun			body				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
su pʰlo	glove		noun			clothing				NB	ESM						36		Fall 2012
sy(55)pʰlɔ(51)	glove		noun			clothing				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
tɑhɑlo	bathroom		noun							TS	ESM			9/5/2012			11		Fall 2012
tɑkʰliʔɑtə	refrigerator		noun			food,house				TS	ESM			9/5/2012			11		Fall 2012
tɑkweʔɑlo	board		noun							TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
tɑlɑtʰilə	shower		noun							TS	ESM			9/5/2012			11		Fall 2012
tɑlu	hill		noun			locations,nature				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
tɑɲɑ	meat		noun			food				P	ESM						14		Fall 2012
tɑnɑneʔɑtəθi	irresponsible		adjective							NB	ESM						50		Fall 2012
tɑnɑniʔɑθi	responsible		adjective							NB	ESM						50		Fall 2012
tɑnu tʰi	milk		noun			food				P	ESM						15		Fall 2012
tɑtotɑlɑ	vegetable		noun			plants,food				P	ESM						15		Fall 2012
tɑtu	wall		noun			house,buildings				NB	ESM								Fall 2012
tɑtu	wall		noun	θɑtu		house,buildings				TS	ESM			9/5/2012			11		Fall 2012
tɑʔo	curry		noun			food				P	ESM						14		Fall 2012
tɑθɑ tʰi	juice		noun			food				P	ESM						15		Fall 2012
tɑθutʰɑ	building		noun			buildings				TS	ESM			9/5/2012			11		Fall 2012
tə	box		noun							TS	ESM			9/5/2012			11		Fall 2012
tə	room		noun			house,buildings				TS	ESM			9/5/2012			11		Fall 2012
tə kæ̃pu	roof		noun			house,buildings				TS	ESM			9/5/2012			11		Fall 2012
te(51)	CLASSIFIER	used with plants	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
ʧekʰɑ	shirt		noun			clothing				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
təpʰokʰo	ceiling		noun			buildings,house				TS	ESM			9/5/2012			11		Fall 2012
tətitə	cowardly		adjective							NB	ESM						51		Fall 2012
təθu	curry		noun			food				P	ESM						14		Fall 2012
tʰɔ(51) ʔɑte(51)	wing	bird wing	noun							TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
tʰɔ(51) ʔɑʧu(51)	bird feather		noun			animals				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
tʰi	bowl of water		noun							NB	ESM								Fall 2012
tʰi	water		noun			food,nature				NB	ESM								Fall 2012
tʰi	water		noun			food,nature				P	ESM						15		Fall 2012
tʰiklo	river		noun			nature				TS and NB	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
tʰise	bucket		noun							NB	ESM								Fall 2012
tʰu(51)	CLASSIFIER	used with long, large, upright items	classifier							NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
tʰuto	rich		adjective			money				NB	ESM						50		Fall 2012
tiʰiloso	drop of water		noun							NB	ESM								Fall 2012
tu	brave		adjective			emotions				NB	ESM						51		Fall 2012
ty	CLASSIFIER	used with four-legged animal	classifier							TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
wɑ(51)	bamboo		noun			plants				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
we	town	city	noun			locations				TS	ESM			9/5/2012			11		Fall 2012
ʔɑku	shell	turtle shell	noun			nature				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
ʔɑpe(51)	skin	for fruit, snake scales, fish scales, people skin, bark…	noun			plants				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
ʔɑʧu(51)	animal fur, feather		noun			animals				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
ʔə	mean		adjective							NB	ESM						50		Fall 2012
ʔʊ	rude		adjective							NB	ESM						51		Fall 2012
θɑbulɑ	fly		noun			animals				NB	ESM						46		Fall 2012
θɑkʰu	happy		adjective			emotions				NB	ESM						50		Fall 2012
θɑɰi	tree root		phrase	wɑɰi		plants				NB	ESM						47		Fall 2012
θɑmiɲo	cat		noun			animals				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
θɑsa	young		adjective							NB	ESM						46		Fall 2012
θɑwi	hungry		adjective			food				P	ESM						16		Fall 2012
θɑwi	hungry		adjective			food				NB	ESM						51		Fall 2012
θɑʔʊ	sad		adjective			emotions				NB	ESM						50		Fall 2012
θɑθu tʰi	thirsty		adjective							P	ESM						16		Fall 2012
θɑθu tʰi	thirsty		adjective							NB	ESM						51		Fall 2012
θɔ(51)	key		noun			house				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
θe(51)	(fallen) tree		noun			plants				NB	ESM			9/26/2012	WedSept26Office3pm				Fall 2012
θelɑ	leaf		noun			plants				TS	ESM			9/26/2012	WedSept26Classroom		28		Fall 2012
θeɲɑpʰotɑ	intelligent		adjective							NB	ESM						51		Fall 2012
θəpehɑlɑ	peanut		noun			food				NB	ESM								Fall 2012
θətalə	floor	any material	noun			house				TS	ESM			9/5/2012			11		Fall 2012
θetʰu	tree		noun			plants				NB	ESM						36		Fall 2012
θi	wine		noun			food				P	ESM						16		Fall 2012
θutoθɑto	honest		adjective							NB	ESM						50		Fall 2012
θuwoθɑko	worried		adjective							NB	ESM						50		Fall 2012
θwɑ	old		adjective							NB	ESM						47		Fall 2012
ala	not yet ripe? blue?		phrase					muhɛθala - 'green pepper'		ETP/TS	HL			9/12/2012	33:20.8				Fall 2012
alwitʰi	potato		noun			food			it almost sounds like a diphthong 'ui'	ETP	HL			9/12/2012	34:52.1				Fall 2012
ɑwepɔkwɑhaʔ	he walks		phrase							TS	HL			9/6/2012	17:06.4		nbk 1 pg 10		Fall 2012
ɑwepɔkwatʰɛʔ	he says		phrase							TS	HL			9/6/2012	20:31.4		nbk 1 pg 10		Fall 2012
ɑwepɔkwaʔkətʰɛʔ	he will say tomorrow		phrase							TS	HL			9/6/2012	23:11.9		nbk 1 pg 11		Fall 2012
ɑwepɔmuhaʔ	she walks		phrase							TS	HL			9/6/2012	17:15.4		nbk 1 pg 10		Fall 2012
ɑwepɔmukətʰɛʔ	she will say tomorrow		phrase							TS	HL			9/6/2012	23:25:00		nbk 1 pg 11		Fall 2012
ɑwepokwana	he believes		phrase							TS	HL			9/6/2012	27:58.9		nbk 1 pg 11		Fall 2012
ɑwepomuna	she believes		phrase							TS	HL			9/6/2012	28:08.8		nbk 1 pg 11		Fall 2012
awɛpɔkwahaləməha	he walked yesterday		phrase							TS	HL			9/6/2012	19:02.9		nbk 1 pg 10		Fall 2012
awɛpɔmuhaleməhɑ	she walked yesterday		phrase							TS	HL			9/6/2012	19:15.6		nbk 1 pg 10		Fall 2012
ɑwɛpomutʰɛʔ	she says		phrase							TS	HL			9/6/2012	20:46.9		nbk 1 pg 10		Fall 2012
awɛθehaləməha	they walked yesterday		pronoun							TS	HL			9/6/2012	19:57.7		nbk 1 pg 10		Fall 2012
ɑwɛθeʔkələna	they believe		pronoun						ɑwɛθeʔkələnaʔ	TS	HL			9/6/2012	28:46:00		nbk 1 pg 11		Fall 2012
aθiθo	green		adjective			color		muhɛθaaθiθo 'green pepper'		TS	HL			9/12/2012	31:57.4				Fall 2012
bɔʔ	yellow		adjective			color		muhɛθabɔʔ		ETP	HL			9/12/2012	32;14.1				Fall 2012
bu	rice		noun			food		pwamatʃepʰo θulɔ bu - the farmer plants rice @6:38.9		TS	HL			9/20/2012					Fall 2012
bumuʝo	rice grain/cereal??		noun			food				TS/ETP	HL			9/12/2012	28:52:00				Fall 2012
bʌsa	but		conjunction							TS	HL			9/6/2012	32:41.3		nbk 1 pg 11		Fall 2012
da or t̪a	plant?		noun			plants		jəθut̪a - I grow plants	it is in the verbs above as well	TS	HL			9/20/2012					Fall 2012
dɔ	knife	smaller knife?	noun							TS	HL			9/13/2012	24:06.25				Fall 2012
dɔʔ	with	and	adposition							TS	HL			9/13/2012	24:07.55				Fall 2012
əʁo	red		adjective			color		muhɛθaəʁo 'red pepper'		ETP	HL			9/12/2012	33:54.1				Fall 2012
əwepomuʔɔʔ	she eats		phrase			food				TS	HL			9/12/2012	35:58.8				Fall 2012
əwɛθehaʔ	they walk		phrase							TS	HL			9/6/2012	17:55.6		nbk 1 pg 10		Fall 2012
əwɛθeʔkələkətʰɛʔ	they will say tomorrow		phrase							TS	HL			9/6/2012	23:57.6		nbk 1 pg 11		Fall 2012
əwɛθeʔtʰɛʔ	they say		phrase							TS	HL			9/6/2012	21:14.6		nbk 1 pg 10		Fall 2012
iθa	salt		noun			food				TS	HL			9/12/2012	34:06:00				Fall 2012
iθasʰɤ	sugar		noun			food				ETP	HL			9/12/2012	34:13.8				Fall 2012
jədeda	I pick??	(plants)  "take something" is how she described it	phrase					jedet̪aθa - I pick fruit @8:55.3 and jedet̪adɔt̪ala - I pick vegetables @8:59.6	I elicited harvest, but she was describing picking with your hands, and it pertains to fruits and vegetables that can be picked	TS	HL			9/20/2012					Fall 2012
jəhaʔ	I walk		phrase							TS	HL			9/6/2012	16:57.5 Session2OfficeMsTriSaPart3		nbk 1 pg 10	thumbdrive	Fall 2012
jəkəlekʰɛmuseʔ	I will go tomorrow		phrase							TS	HL			9/6/2012	22:33.8		nbk 1 pg 12		Fall 2012
jəkətekəgəkʰinwi	i will say in two weeks		phrase							TS	HL			9/6/2012	26:06.4		nbk 1 pg 13		Fall 2012
jəkətʰekʰɛmuseʔ	I will say tomorrow		phrase							TS	HL			9/6/2012	22:50.4		nbk 1 pg 11		Fall 2012
jəkətʰɛʔkʰəgətɛnwiʔ	I will say next week		phrase							TS	HL			9/6/2012	24:46.2		nbk 1 pg 13		Fall 2012
ʝəkʰlɔ	I chop		phrase					ʝəkʰlɔtʃɔ	flat tone?	TS	HL			9/13/2012	23:15.15				Fall 2012
jəkoʔda or	I harvest	(the whole plant)	phrase	or ɠoʔ?		farming		jəkoʔbu - I harvest rice @8:28.7	low tone on kɔʔ	TS	HL			9/20/2012	8:24.5				Fall 2012
ʝəna	I believe		phrase							TS	HL			9/6/2012	27:45.8		nbk 1 pg 11		Fall 2012
jənaləʔʌpukwitɛniʔ	I believed one year ago		phrase							TS	HL			9/6/2012	29:18.8		nbk 1 pg 11		Fall 2012
jənaməhakə	I believed yesterday		phrase							TS	HL			9/6/2012	28:53.6		nbk 1 pg 11		Fall 2012
ʝəpɔʔɔʔtʰa	I cook		phrase			food				ETP	HL			9/12/2012	36:11.4				Fall 2012
jətənaʔəkɛʔibaʔ	I don't believe now		phrase						I didn't try to parse out the negative and the proadverb 'now'	TS	HL			9/6/2012	32:46.9		nbk 1 pg 11		Fall 2012
ʝətʰɛʔ	i say		phrase							TS	HL			9/6/2012	20:16.7		nbk 1 pg 10		Fall 2012
ʝəʔɔʔ	I eat		phrase			food				TS	HL			9/12/2012	35:46.9				Fall 2012
jəθut̪a	I grow (plants)?		phrase			farming		awepokwa θuʔ tadɔtala - he grows vegetables	I did elicit well, I can't tell if grow is just θu or if t̪a means plants?	TS	HL			9/20/2012	1:50.7				Fall 2012
jəθutadɔtala lə ta plɔ ɓu	I grow vegetables in the field		phrase			farming				TS	HL			9/20/2012	3:42:00				Fall 2012
kanutʰi	cheese		noun	tanutʰilɔθaka - ETP		food			I almost heard the diphthong again? In TS's pronunciation	TS/ETP	HL			9/12/2012	35:05.9				Fall 2012
kɔʔɔʔ	eat		verb			food				TS	HL			9/13/2012	18:16.3				Fall 2012
kʰaləkəhɛʔ	future		noun							TS	HL			9/6/2012	22:02.9		nbk 1 pg 11		Fall 2012
kʰəgətɛ	next/following??		phrase	or is next = loki ... I don't know						TS	HL			9/6/2012			nbk 1 pg 13		Fall 2012
kʰɛmuseʔ	tomorrow  ???????		noun			time				TS	HL			9/6/2012			nbk 1 pg 11		Fall 2012
kʰinwi	two weeks		phrase							TS	HL			9/6/2012	25:25.7		nbk 1 pg 13		Fall 2012
kʰlɔɲa										TS	HL			9/12/2012					Fall 2012
